"Content","Video title","Duração","Inscritos","Avg Viewed %","Likes","Shares","Views","Impressões","CTR %","Avg View Duration","Ano","Data Publicação","Mês_Ano","Creator","Categoria","Total Comments","Link","Conversão Inscritos","Conversão Comments"
"yAQYLpTqZ9E","VOJVODA no SANTOS VAI TRANSFORMAR VILÃO EM HERÓI!?",857,118,32.99,1754,94,26456,344085,5.18,"00:04:42",2025,"2025-08-23","08-2025","João","TECNICOS BRASILEIRAO",115,"https://www.youtube.com/watch?v=yAQYLpTqZ9E",0.0044602358633202294,0.004346840036286665
"Ws5fRqdbojc","COMO JOGA MAÍLTON, O LATERAL QUE PODE SER A SOLUÇÃO DO SÃO PAULO",905,297,38.51,2083,112,32715,475192,4.55,"00:05:48",2025,"2025-08-22","08-2025","Felipe","COMO JOGA",75,"https://www.youtube.com/watch?v=Ws5fRqdbojc",0.009078404401650619,0.0022925263640531865
"C0H_6Nov364","PROBLEMAS DO SÃO PAULO QUE NÃO PODEM SE REPETIR NA LIBERTADORES",948,115,42.85,1246,47,18114,275361,4.35,"00:06:46",2025,"2025-08-21","08-2025","Felipe","EXPLICANDO",68,"https://www.youtube.com/watch?v=C0H_6Nov364",0.006348680578558022,0.003754002429060395
"FHUYRVkacjM","ANDRÉS GOMEZ chegou ao VASCO pra SOMAR ou SUMIR?",1291,281,29.22,2198,170,35083,415554,6.14,"00:06:17",2025,"2025-08-19","08-2025","João","COMO JOGA",264,"https://www.youtube.com/watch?v=FHUYRVkacjM",0.008009577288145256,0.00752501211412935
"wMHUP41nPtA","VASCO 6x0 SANTOS: A NOITE MAIS HUMILHANTE DO PEIXE",808,124,46.22,3124,114,30896,411438,5.32,"00:06:13",2025,"2025-08-18","08-2025","João","EXPLICANDO",141,"https://www.youtube.com/watch?v=wMHUP41nPtA",0.004013464526152252,0.004563697566027965
"v1aYNY0oNxc","QUANDO FILIPE LUIS DEU AULA pro JORGE JESUS",878,81,52.57,2382,66,32655,405190,5.13,"00:07:41",2025,"2025-08-16","08-2025","João","EXPLICANDO",37,"https://www.youtube.com/watch?v=v1aYNY0oNxc",0.002480477721635278,0.001133057724697596
"l02PmHpMVJQ","COMO JOGA SINISTERRA, O NOVO PONTA TITULAR DO CRUZEIRO",583,839,40.55,5319,316,79205,979741,6.08,"00:03:56",2025,"2025-08-15","08-2025","Felipe","COMO JOGA",175,"https://www.youtube.com/watch?v=l02PmHpMVJQ",0.010592765608231804,0.002209456473707468
"Tfx9_tBXX04","O NOVO FLAMENGO do VELHO BRUNO HENRIQUE",913,141,48.86,2592,99,35774,375825,5.78,"00:07:26",2025,"2025-08-14","08-2025","João","EXPLICANDO",82,"https://www.youtube.com/watch?v=Tfx9_tBXX04",0.003941409962542629,0.002292167495946777
"wGk5NZmOWZQ","O SEGREDO dos MELHORES ATAQUES do FUTEBOL BRASILEIRO",1099,166,44.7,3530,154,53215,672614,5.21,"00:08:11",2025,"2025-08-09","08-2025","João","FUTEBOL INVISIVEL",72,"https://www.youtube.com/watch?v=wGk5NZmOWZQ",0.0031194212158226066,0.0013530019731278775
"Q6CetPo03ko","O ESPAÇO QUE O CRUZEIRO ENCONTROU E VOCÊ NÃO VIU",642,116,40.47,1238,46,19092,255902,5.34,"00:04:19",2025,"2025-08-08","08-2025","Felipe","EXPLICANDO",68,"https://www.youtube.com/watch?v=Q6CetPo03ko",0.006075843285145611,0.0035617012361198407
"4KKut7MHQF8","O SEGREDO dos COPEIROS que CORINTHIANS USOU",958,256,44.69,4944,146,59451,691021,6.44,"00:07:08",2025,"2025-08-07","08-2025","João","EXPLICANDO",170,"https://www.youtube.com/watch?v=4KKut7MHQF8",0.00430606718137626,0.0028594977376326723
"YjwHB147s1w","OS DETALHES QUE VOCÊ NÃO VIU DE ATLÉTICO MINEIRO X FLAMENGO",1199,351,37.82,4067,198,51025,634402,5.55,"00:07:33",2025,"2025-08-07","08-2025","Felipe","EXPLICANDO",212,"https://www.youtube.com/watch?v=YjwHB147s1w",0.006878980891719746,0.004154826065654091
"2bNowj53DjM","O FUTEBOL SE JOGA SEM BOLA",990,1061,44.9,8948,618,117318,1482853,4.87,"00:07:24",2025,"2025-08-02","08-2025","João","FUTEBOL INVISIVEL",168,"https://www.youtube.com/watch?v=2bNowj53DjM",0.009043795496002318,0.0014320053188768987
"27JvF9UZC2w","O GALO ENSINOU COMO MARCAR O FLAMENGO DO JEITO CERTO",776,631,39.83,5118,338,67227,892068,5.04,"00:05:09",2025,"2025-08-01","08-2025","Felipe","EXPLICANDO",468,"https://www.youtube.com/watch?v=27JvF9UZC2w",0.009386109747571661,0.006961488687580883
"RmZy13-pI0k","COMO JOGA ALEXSANDER, O NOVO VOLANTE DO GALO",934,201,32.43,2040,88,26371,369916,4.93,"00:05:02",2025,"2025-07-30","07-2025","Felipe","COMO JOGA",65,"https://www.youtube.com/watch?v=RmZy13-pI0k",0.007622009025065413,0.0024648287892002577
"T6c_34w7lEs","POR QUE O FLAMENGO PAGOU MILHÕES PARA DEIXAR EMERSON ROYAL NO BANCO?",1214,840,25.55,5560,219,144577,907536,6.72,"00:05:10",2025,"2025-07-30","07-2025","João","COMO JOGA",232,"https://www.youtube.com/watch?v=T6c_34w7lEs",0.005810052774646036,0.0016046812425212862
"1E1M0hQaqCw","É Por Isso Que 99% dos Torcedores Já Confiam em Samuel Lino",727,2819,36.83,9310,710,136504,1586638,6.29,"00:04:27",2025,"2025-07-28","07-2025","João","COMO JOGA",293,"https://www.youtube.com/watch?v=1E1M0hQaqCw",0.020651409482506006,0.00214645724667409
"93zg7lSyQnw","O CRIME que seria deixar o DANILO FORA da COPA..",861,124,34.28,1375,69,18943,295188,6.32,"00:05:51",2025,"2025-07-24","07-2025","João","SELEÇÃO BRASILEIRA",75,"https://www.youtube.com/watch?v=93zg7lSyQnw",0.006545953650424959,0.0039592461595312255
"hY5U5MB7Qeo","Ekitike É o Atacante Que o Liverpool Procura Há Anos?",835,275,38.54,2068,67,27062,449209,4.22,"00:05:21",2025,"2025-07-24","07-2025","Felipe","FUTEBOL NO MUNDO",97,"https://www.youtube.com/watch?v=hY5U5MB7Qeo",0.010161850565368414,0.003584361835784495
"Y8itrlZ_E_k","SAUL NOVO CORINGA do FLAMENGO, MAS TAMBÉM PREOCUPA",1078,765,37.97,5796,195,91230,1140559,4.82,"00:06:49",2025,"2025-07-23","07-2025","João","COMO JOGA",176,"https://www.youtube.com/watch?v=Y8itrlZ_E_k",0.008385399539625124,0.0019291899594431655
"hB36SvU5B4s","COMO JOGA BIEL, O NOVO REFORÇO DO GALO",912,212,28.53,1916,111,39176,473285,5.45,"00:04:20",2025,"2025-07-22","07-2025","Felipe","COMO JOGA",124,"https://www.youtube.com/watch?v=hB36SvU5B4s",0.005411476414131101,0.0031652031856238515
"0LgdT8assvU","A VISÃO DE FUTURO de um TREINADOR BRASILEIRO",772,514,49.36,5326,151,58805,687899,5.75,"00:06:21",2025,"2025-07-21","07-2025","João","FUTEBOL INVISIVEL",90,"https://www.youtube.com/watch?v=0LgdT8assvU",0.00874075333730125,0.0015304821018620866
"SmQgK8LUaeg","Kaio Jorge é o Atacante que a Seleção Brasileira Precisa?",755,285,39.66,2367,90,27107,394285,4.78,"00:04:59",2025,"2025-07-19","07-2025","João","SELEÇÃO BRASILEIRA",92,"https://www.youtube.com/watch?v=SmQgK8LUaeg",0.010513889401261666,0.003393957280407275
"-8PoExF5vP8","CRUZEIRO É A PROVA QUE POSSE DE BOLA NÃO GANHA JOGO",652,631,41.15,4617,317,63715,755241,6.32,"00:04:28",2025,"2025-07-18","07-2025","Felipe","EXPLICANDO",242,"https://www.youtube.com/watch?v=-8PoExF5vP8",0.009903476418425802,0.003798163697716393
"Ugl98HBalDo","A VOLTA DO NEYMAR AINDA É POSSÍVEL?",871,127,46.36,2427,102,25578,393043,4.35,"00:06:43",2025,"2025-07-17","07-2025","João","COMO JOGA",137,"https://www.youtube.com/watch?v=Ugl98HBalDo",0.004965204472593635,0.005356165454687622
"mb50J7tsteI","COMO JOGA TATY CASTELLANOS, O ATACANTE QUE O FLAMENGO FOI ATRÁS",812,227,33.98,2738,170,43551,606115,4.77,"00:04:35",2025,"2025-07-16","07-2025","Felipe","COMO JOGA",144,"https://www.youtube.com/watch?v=mb50J7tsteI",0.005212279855801244,0.0033064682785699526
"0hg_XhEpBYk","QUANDO SER CRAQUE NÃO É O SUFICIENTE",995,219,47.77,3664,211,40228,465098,5.29,"00:07:55",2025,"2025-07-15","07-2025","João","FUTEBOL INVISIVEL",254,"https://www.youtube.com/watch?v=0hg_XhEpBYk",0.00544396937456498,0.00631401014218952
"MZUt4XUxLiI","COMO O CHELSEA AMASSOU O PSG NA FINAL DO MUNDIAL",739,1099,39.62,7054,430,122098,1381760,6.18,"00:04:52",2025,"2025-07-14","07-2025","Felipe","FUTEBOL NO MUNDO",231,"https://www.youtube.com/watch?v=MZUt4XUxLiI",0.009000966436796671,0.0018919228816196825
"u45JlzrxnXo","POR ISSO O LIVERPOOL FEZ AS MELHORES CONTRATAÇÕES DO MUNDO!",856,708,39.68,4466,111,92824,1349072,4.3,"00:05:39",2025,"2025-07-12","07-2025","Felipe","FUTEBOL NO MUNDO",162,"https://www.youtube.com/watch?v=u45JlzrxnXo",0.007627337757476514,0.0017452383004395416
"TlWFMhWqeEw","RAMON SOSA É ISSO AQUI",1250,1199,25.04,3617,152,89536,915272,6.62,"00:05:12",2025,"2025-07-11","07-2025","João","COMO JOGA",246,"https://www.youtube.com/watch?v=TlWFMhWqeEw",0.0133912616154396,0.002747498213009292
"o67AUR8XvO4","QUAL SERÁ o FUTURO dos BRASILEIROS do MUNDIAL de CLUBES?",1055,35,35.65,1047,20,13700,228387,3.89,"00:06:16",2025,"2025-07-09","07-2025","João","EXPLICANDO",71,"https://www.youtube.com/watch?v=o67AUR8XvO4",0.0025547445255474453,0.005182481751824818
"BwY-EbZdarg","ESEQUIEL BARCO É CRAQUE... MAS TEM UM PORÉM",1221,532,31.35,2801,114,42679,610391,4.64,"00:06:22",2025,"2025-07-08","07-2025","João","COMO JOGA",145,"https://www.youtube.com/watch?v=BwY-EbZdarg",0.012465146793505003,0.003397455423041777
"uANzfeZdieU","O ERRO POUCO FALADO DE FLUMINENSE X CHELSEA",601,362,39.79,2676,199,35802,413371,5.98,"00:03:59",2025,"2025-07-08","07-2025","Felipe","EXPLICANDO",238,"https://www.youtube.com/watch?v=uANzfeZdieU",0.010111166973912072,0.006647673314339981
"70tQd6QI8js","O QUE VOCÊ NÃO VIU DE FLUMINENSE X AL HILAL",694,295,41.06,2849,71,40041,578349,5.08,"00:04:44",2025,"2025-07-06","07-2025","Felipe","EXPLICANDO",63,"https://www.youtube.com/watch?v=70tQd6QI8js",0.007367448365425439,0.001573387278040009
"0SpZ2D6VJv4","JORGE CARRASCAL É BOM… MAS TEM UM PORÉM",1013,1981,27.97,9614,377,251073,2699166,6.16,"00:04:43",2025,"2025-07-03","07-2025","João","COMO JOGA",611,"https://www.youtube.com/watch?v=0SpZ2D6VJv4",0.007890135538269746,0.002433555181162451
"BMz8Vj4QRw8","ASSIM VAI JOGAR O BARCELONA COM NICO WILLIAMS (SISTEMA COM FALSO 9)",768,372,39.78,2701,54,35696,564362,4.44,"00:05:05",2025,"2025-07-02","07-2025","Felipe","FUTEBOL NO MUNDO",111,"https://www.youtube.com/watch?v=BMz8Vj4QRw8",0.010421335723890632,0.0031095921111609142
"JvGCBxjsKX0","COMO RENATO GAÚCHO ANULOU A INTER NO MUNDIAL!",536,1261,47.04,7907,346,91567,1317652,9.18,"00:04:12",2025,"2025-07-01","07-2025","Felipe","EXPLICANDO",204,"https://www.youtube.com/watch?v=JvGCBxjsKX0",0.01377133683532277,0.0022278768551989253
"tgQ0uqLVFUo","A MELHOR DERROTA dos ÚLTIMOS TEMPOS",632,303,44.19,4444,295,56239,560897,7.13,"00:04:39",2025,"2025-06-30","06-2025","João","EXPLICANDO",466,"https://www.youtube.com/watch?v=tgQ0uqLVFUo",0.005387720265296324,0.008286064830455733
"79LM7dpLhHo","O GOL DE 13 MILHÕES DE DÓLARES do PAULINHO pro PALMEIRAS",531,61,43.63,776,19,15419,230656,4.31,"00:03:51",2025,"2025-06-29","06-2025","João","EXPLICANDO",31,"https://www.youtube.com/watch?v=79LM7dpLhHo",0.00395615798689928,0.002010506517932421
"SOi4FFbA21Q","Coritiba: O Coxa Branca do Alto da Glória Rumo ao Título",716,206,34.8,1329,88,17812,248765,4.97,"00:04:09",2025,"2025-06-29","06-2025","João","EXPLICANDO",85,"https://www.youtube.com/watch?v=SOi4FFbA21Q",0.011565236918931058,0.004772063777228834
"LVG2HjNlG4A","O MAIOR ERRO ANTES DE CONTRATAR",407,62,47.61,1203,48,16062,242645,4.13,"00:03:13",2025,"2025-06-28","06-2025","Felipe","FUTEBOL INVISIVEL",34,"https://www.youtube.com/watch?v=LVG2HjNlG4A",0.003860042335948201,0.0021167974100361102
"KMGfxcsD41E","A MAIOR VITÓRIA DA HISTÓRIA DO BOTAFOGO",647,60,44.37,1491,68,14963,210300,5.59,"00:04:47",2025,"2025-06-26","06-2025","Felipe","EXPLICANDO",68,"https://www.youtube.com/watch?v=KMGfxcsD41E",0.004009891064626078,0.004544543206576221
"Q5FJt6STCvc","COMO O BOTAFOGO FOI (QUASE) IMPECÁVEL CONTRA O ATLETICO DE MADRID",552,32,37.69,1092,51,11110,211696,3.87,"00:03:28",2025,"2025-06-24","06-2025","Felipe","EXPLICANDO",63,"https://www.youtube.com/watch?v=Q5FJt6STCvc",0.00288028802880288,0.00567056705670567
"oojsVsEgfiM","QUAL DECISÃO VOCÊ TOMARIA NESSAS JOGADAS?",903,23,46.53,889,37,9876,149251,5.68,"00:07",2025,"2025-06-23","06-2025","Felipe","QUIZZ DE FUTEBOL",32,"https://www.youtube.com/watch?v=oojsVsEgfiM",0.002328878088294856,0.0032401782098015392
"X_fc1xw3k_8","A REAL DISTÂNCIA do FLAMENGO pros EUROPEUS",633,388,49.06,4548,134,51325,833304,5.65,"00:05:10",2025,"2025-06-22","06-2025","João","EXPLICANDO",78,"https://www.youtube.com/watch?v=X_fc1xw3k_8",0.0075596687773989285,0.0015197272284461763
"aCGeEyQyQWo","O Que O FLUMINENSE Precisa Saber Para SUPERAR o CHELSEA no MUNDIAL",465,52,33.85,1805,52,24400,288686,5.94,"00:02:59",2025,"2025-06-20","06-2025","Felipe","EXPLICANDO",152,"https://www.youtube.com/watch?v=aCGeEyQyQWo",0.0021311475409836068,0.006229508196721312
"m3FKoPwA_SY","O QUE ESPERAR DO CRESPO NO SÃO PAULO EM 2025?",737,561,41.09,4916,292,104662,1532366,4.83,"00:05:02",2025,"2025-06-19","06-2025","Felipe","TECNICOS BRASILEIRAO",258,"https://www.youtube.com/watch?v=m3FKoPwA_SY",0.005360111597332365,0.0024650780608052587
"PCvgLmsTpbo","JORGINHO É O MEGAMENTE DO FLAMENGO",549,337,45.45,2987,313,64301,747654,5.32,"00:04:09",2025,"2025-06-18","06-2025","João","COMO JOGA",111,"https://www.youtube.com/watch?v=PCvgLmsTpbo",0.005240976034587332,0.0017262562013032456
"oQH-UbtsnqY","O QUE FEZ O FLUMINENSE AMASSAR O BORUSSIA NO MUNDIAL?",460,95,48.82,2227,68,23645,287954,5.92,"00:03:44",2025,"2025-06-17","06-2025","Felipe","EXPLICANDO",84,"https://www.youtube.com/watch?v=oQH-UbtsnqY",0.004017762740537111,0.003552548107422288
"z-0GcRoaWQM","Eu Era Devagar Até Que Eu Parei de Correr Errado",577,581,45.15,4478,420,66732,947602,5.64,"00:04:20",2025,"2025-06-17","06-2025","João","COMO SER JOGADOR",91,"https://www.youtube.com/watch?v=z-0GcRoaWQM",0.008706467661691543,0.0013636636096625307
"Kd8hGN4y5P0","O que o Botafogo quer com Joaquín Correa vai além do Mundial…",584,49,34.56,828,33,12029,232033,3.43,"00:03:21",2025,"2025-06-15","06-2025","Celso","COMO JOGA",40,"https://www.youtube.com/watch?v=Kd8hGN4y5P0",0.0040734890680854605,0.00332529719843711
"Ojnq-Q3YVJQ","Por Que MASTANTUONO é TITULAR do REAL MADRID?",507,295,41.68,2294,65,35242,532423,4.74,"00:03:31",2025,"2025-06-14","06-2025","Felipe","FUTEBOL NO MUNDO",80,"https://www.youtube.com/watch?v=Ojnq-Q3YVJQ",0.008370694058225981,0.002270018727654503
"8qURKdBXhaY","Como o Flamengo Pode Enfrentar os Gigantes Sem Abrir Mão do Seu Jogo",333,24,52.57,1454,30,14967,201231,5.45,"00:02:55",2025,"2025-06-13","06-2025","João","EXPLICANDO",37,"https://www.youtube.com/watch?v=8qURKdBXhaY",0.0016035277610743637,0.002472105298322977
"jijJSFFbmho","QUANTO VOCÊ SABE DE FUTEBOL?",742,365,38.37,3579,132,41846,559540,6.43,"00:04:44",2025,"2025-06-12","06-2025","Felipe","QUIZZ DE FUTEBOL",95,"https://www.youtube.com/watch?v=jijJSFFbmho",0.008722458538450509,0.002270228934665201
"mPxgKhX2txY","DA CONFUSÃO À ORGANIZAÇÃO - A SELEÇÃO BRASILEIRA de ANCELOTTI",478,369,37.62,4184,226,79953,535013,6.88,"00:02:59",2025,"2025-06-12","06-2025","João","SELEÇÃO BRASILEIRA",163,"https://www.youtube.com/watch?v=mPxgKhX2txY",0.0046152114367190725,0.002038697734919265
"nmpXJP_Vik0","VOCÊ AINDA ACHA QUE O CASEMIRO NÃO É HABILIDOSO?",522,411,47.84,4356,116,60249,845939,6.64,"00:04:09",2025,"2025-06-12","06-2025","Celso","SELEÇÃO BRASILEIRA",163,"https://www.youtube.com/watch?v=nmpXJP_Vik0",0.006821689986555793,0.002705439094424804
"VDtBJxRKgB0","QUEM JÁ GARANTIU VAGA NA SELEÇÃO BRASILEIRA DO ANCELOTTI?",721,144,51.39,2456,41,29477,346574,5.42,"00:06:10",2025,"2025-06-11","06-2025","Celso","SELEÇÃO BRASILEIRA",133,"https://www.youtube.com/watch?v=VDtBJxRKgB0",0.004885164704685008,0.004511992400854904
"PdHiJl5wn54","Os Times Do Mundial Surpreenderam Todo Mundo... E Isso Muda Tudo",1082,1070,41.71,6218,326,106445,1803432,3.51,"00:07:31",2025,"2025-06-09","06-2025","Celso","FUTEBOL NO MUNDO",310,"https://www.youtube.com/watch?v=PdHiJl5wn54",0.010052139602611677,0.002912302127859458
"M67yHTtw9V4","A ALMA de UM CAPITÃO que PODE MUDAR a SELEÇÃO BRASILEIRA",559,52,35.37,1187,88,16046,219161,5.05,"00:03:17",2025,"2025-06-08","06-2025","João","SELEÇÃO BRASILEIRA",68,"https://www.youtube.com/watch?v=M67yHTtw9V4",0.0032406830362707215,0.004237816278200175
"iUDNdlAEfeQ","A ARMA SECRETA do CRISTIANO RONALDO",657,341,47.92,3928,476,34890,471662,5.17,"00:05:14",2025,"2025-06-08","06-2025","João","COMO SER JOGADOR",104,"https://www.youtube.com/watch?v=iUDNdlAEfeQ",0.009773574089997133,0.0029807967899111495
"6g4JVBLkg2g","O QUE VOCÊ FARIA NESSAS SITUAÇÕES DE JOGO?",725,511,39.2,4407,240,57888,866740,5.15,"00:04:44",2025,"2025-06-07","06-2025","Felipe","QUIZZ DE FUTEBOL",181,"https://www.youtube.com/watch?v=6g4JVBLkg2g",0.00882739082365948,0.003126727473742399
"jcJU_TYk34Q","TITULARES QUE ANCELOTTI PRECISA TIRAR DO BRASIL PRA VENCER O PARAGUAI",466,362,49.62,4527,74,73480,838034,5.9,"00:03:51",2025,"2025-06-06","06-2025","Celso","SELEÇÃO BRASILEIRA",578,"https://www.youtube.com/watch?v=jcJU_TYk34Q",0.00492651061513337,0.007866086009798585
"wj014ywpyBE","PREVENDO as JOGADAS da SELEÇÃO BRASILEIRA",797,2337,40,9871,987,146433,1835724,5.23,"00:05:18",2025,"2025-06-06","06-2025","João","SELEÇÃO BRASILEIRA",672,"https://www.youtube.com/watch?v=wj014ywpyBE",0.015959517321915143,0.004589129499498064
"oPvQB7da9yQ","MONTORO É O NOVO ALMADA? A VERDADE SOBRE ALVARO MONTORO NO BOTAFOGO",373,233,46.68,1980,134,35497,371909,7.35,"00:02:54",2025,"2025-06-04","06-2025","Felipe","COMO JOGA",,,0.00656393498042088,
"T2gEXY-vyKk","OS NÚMEROS DO CRUZEIRO QUE NINGUÉM TE MOSTROU",531,1301,52.25,8066,989,92989,1090933,5.98,"00:04:37",2025,"2025-06-02","06-2025","Felipe","EXPLICANDO",225,"https://www.youtube.com/watch?v=T2gEXY-vyKk",0.013990902149716633,0.0024196410328103323
"bVi6rFrY6Yk","COMO DEMBELÉ DESBLOQUEOU O MODO PRIME",534,148,58.6,2963,182,35554,495692,5.79,"00:05:12",2025,"2025-05-31","05-2025","João","COMO SER JOGADOR",95,"https://www.youtube.com/watch?v=bVi6rFrY6Yk",0.004162682117342634,0.0026719918996456096
"9xzEStOeSrc","VAIAS PRO FLAMENGO FAZEM SENTIDO?",365,24,50.92,1250,28,13107,159476,6.12,"00:03:05",2025,"2025-05-29","05-2025","João","EXPLICANDO",99,"https://www.youtube.com/watch?v=9xzEStOeSrc",0.0018310826276035706,0.007553215838864729
"QcbAlt0K9Nk","O MOTIVO DA CLASSIFICAÇÃO DO INTER QUE NINGUÉM ESTÁ FALANDO",490,235,51.18,1342,60,14069,234156,4.39,"00:04:10",2025,"2025-05-29","05-2025","Celso","EXPLICANDO",36,"https://www.youtube.com/watch?v=QcbAlt0K9Nk",0.016703390432866585,0.0025588172578008385
"ueSr8BgFFG8","SE ANCELOTTI ESCALAR ESSA SELEÇÃO, O BRASIL METE PORRADA NELES",582,851,38.56,8727,204,205412,1945235,4.92,"00:03:44",2025,"2025-05-28","05-2025","Celso","SELEÇÃO BRASILEIRA",622,"https://www.youtube.com/watch?v=ueSr8BgFFG8",0.004142893307109614,0.0030280606780519153
"X36TNWLP4YI","POR QUE O ANCELOTTI INSISTE EM CONVOCAR O RICHARLISON?",642,202,47.28,2917,90,38555,516901,6.56,"00:05:03",2025,"2025-05-27","05-2025","Felipe","SELEÇÃO BRASILEIRA",215,"https://www.youtube.com/watch?v=X36TNWLP4YI",0.0052392685773570225,0.005576449228375049
"K7_CrNjs3ZU","ANTONY PRIME MERECE VAGA NA SELEÇÃO BRASILEIRA!?",374,491,49.93,3160,84,31800,361361,6.09,"00:03:06",2025,"2025-05-26","05-2025","João","SELEÇÃO BRASILEIRA",77,"https://www.youtube.com/watch?v=K7_CrNjs3ZU",0.015440251572327044,0.002421383647798742
"z-UuEDAvEcs","ROSSI VAI VIRAR IDOLO DO FLAMENGO?",228,277,50.66,3042,116,57318,608570,6.26,"00:01:55",2025,"2025-05-26","05-2025","João","EXPLICANDO",75,"https://www.youtube.com/watch?v=z-UuEDAvEcs",0.00483268781185666,0.001308489479744583
"hz5zxHNcnTw","O Detalhe no Jogo de Wirtz que Explica o Hype Imediato no Liverpool",917,557,36.76,3788,202,52066,749187,5.01,"00:05:37",2025,"2025-05-24","05-2025","Felipe","FUTEBOL NO MUNDO",157,"https://www.youtube.com/watch?v=hz5zxHNcnTw",0.010697960281181577,0.0030154035262935507
"kzWL6ipv97s","COMO DRIBLAR E CHUTAR COLOCADO IGUAL O ROBBEN",410,331,50,4296,251,58963,731698,5.56,"00:03:25",2025,"2025-05-24","05-2025","João","COMO SER JOGADOR",73,"https://www.youtube.com/watch?v=kzWL6ipv97s",0.005613689941149535,0.001238064548954429
"SoK86NLvnsY","COMO JOGAR IGUAL CRISTIANO RONALDO",517,97,55.2,1965,115,25502,334082,6.44,"00:04:45",2025,"2025-05-22","05-2025","João","COMO SER JOGADOR",61,"https://www.youtube.com/watch?v=SoK86NLvnsY",0.0038036232452356676,0.002391969257313152
"Oauc1mBp1Qk","Só Quem Viu Kaká E Adriano Entende O Que A Itália Está Vivendo",425,187,43.95,1547,53,23594,330198,4.73,"00:03:06",2025,"2025-05-21","05-2025","Celso","FUTEBOL NO MUNDO",99,"https://www.youtube.com/watch?v=Oauc1mBp1Qk",0.007925743833177927,0.00419598202932949
"ZmdtjhCAOBw","O MAIOR ERRO É SUBESTIMAR O CASEMIRO NA SELEÇÃO E VOCÊ VAI MUDAR DE OPINIÃO",580,1115,49.59,7016,251,89809,1253080,5.05,"00:04:47",2025,"2025-05-20","05-2025","Felipe","SELEÇÃO BRASILEIRA",250,"https://www.youtube.com/watch?v=ZmdtjhCAOBw",0.012415236780278146,0.002783685376743979
"fqgzTcFNxiA","GUARDIOLA CRAVOU O CAMPEÃO DA SÉRIE B",422,777,42.27,5130,427,76855,967695,5.43,"00:02:58",2025,"2025-05-20","05-2025","Celso","SEGUNDO OS NUMEROS",303,"https://www.youtube.com/watch?v=fqgzTcFNxiA",0.010109947303363476,0.003942489102856028
"ADN7dIWnd2c","QUEM É ALEXSANDRO, NOVO ZAGUEIRO DA SELEÇÃO",659,926,37.12,5064,417,84830,982205,6.02,"00:04:04",2025,"2025-05-17","05-2025","Felipe","SELEÇÃO BRASILEIRA",218,"https://www.youtube.com/watch?v=ADN7dIWnd2c",0.010915949546151126,0.002569845573499941
"9AVjPzeP0a8","IGNORAR O ALEX SANDRO SERIA UM GRANDE ERRO DE ANCELOTTI",342,55,54.64,1800,45,20455,265584,5.81,"00:03:06",2025,"2025-05-16","05-2025","João","SELEÇÃO BRASILEIRA",109,"https://www.youtube.com/watch?v=9AVjPzeP0a8",0.002688829137130286,0.005328770471767294
"BCiH-675cm4","POR QUE NINGUÉM CONSEGUE PARAR o DRIBLE do LAMINE YAMAL",367,1417,47.36,10338,1045,249980,2812095,5.77,"00:02:53",2025,"2025-05-15","05-2025","João","COMO SER JOGADOR",265,"https://www.youtube.com/watch?v=BCiH-675cm4",0.005668453476278102,0.0010600848067845428
"b8Z5D_eb4yk","O Jogo Mais Caro do Futebol Não É o Que Você Está Pensando",289,25,42.44,548,26,6545,108526,3.78,"00:02:02",2025,"2025-05-14","05-2025","Felipe","SEGUNDO OS NUMEROS",18,"https://www.youtube.com/watch?v=b8Z5D_eb4yk",0.0038197097020626434,0.0027501909854851033
"flZ7KhKHOyA","GUARDIOLA JÁ PREVIU O CAMPEÃO BRASILEIRO",342,924,47.67,6071,173,97629,950847,6.7,"00:02:43",2025,"2025-05-13","05-2025","Celso","SEGUNDO OS NUMEROS",247,"https://www.youtube.com/watch?v=flZ7KhKHOyA",0.009464400946440094,0.002529985967284311
"1cvSZbw40Cs","O PSG DE LUIS ENRIQUE VAI MUDAR COMO VOCÊ VÊ FUTEBOL",812,1386,42.6,7661,878,163492,2355106,4.45,"00:05:45",2025,"2025-05-10","05-2025","Felipe","FUTEBOL NO MUNDO",239,"https://www.youtube.com/watch?v=1cvSZbw40Cs",0.008477479020380202,0.0014618452279010594
"EsgMuOGcB50","COMO BATER PÊNALTI INDEFENSÁVEL",317,218,57.79,1951,160,26263,357694,6.48,"00:03:03",2025,"2025-05-10","05-2025","João","COMO SER JOGADOR",26,"https://www.youtube.com/watch?v=EsgMuOGcB50",0.008300651106118875,0.0009899859117389483
"ulEcQv0Yhys","Como o Brasil pode ganhar a Copa sem Neymar em campo",438,154,49.38,2579,96,27796,403513,4.71,"00:03:52",2025,"2025-05-09","05-2025","Celso","SELEÇÃO BRASILEIRA",369,"https://www.youtube.com/watch?v=ulEcQv0Yhys",0.005540365520218736,0.013275291408835804
"2RMNznPlrlY","A ARMADILHA do FLAMENGO FALHOU",291,25,52.58,894,64,10519,138927,5.28,"00:02:33",2025,"2025-05-08","05-2025","João","EXPLICANDO",41,"https://www.youtube.com/watch?v=2RMNznPlrlY",0.0023766517729822225,0.003897708907690845
