"Content","Video title","Duração","Inscritos","Avg Viewed %","Likes","Shares","Views","Impressões","CTR %","Avg View Duration","Ano","Data Publicação","Mês_Ano","Creator","Categoria","Total Comments","Link","Conversão Inscritos","Conversão Comments"
"pA0tobEcJUQ","Fortaleza ou Corinthians na final da Sul Americana 2023?",194,16,39.55,73,1,2170,29668,6.68,"00:01:16",2023,"2023-09-07","09-2023",,,4,"https://www.youtube.com/watch?v=pA0tobEcJUQ",0.007373271889400922,0.0018433179723502304
"SgQ3ONtGBM4","Gabriel Jesus é o camisa 9 ideal para Seleção Brasileira?",203,3,47.58,59,2,668,13123,4.69,"00:01:36",2023,"2023-09-06","09-2023",,,24,"https://www.youtube.com/watch?v=SgQ3ONtGBM4",0.004491017964071856,0.03592814371257485
"y1dN4RyYxyo","ADVERSÁRIO do FLUMINENSE no MUNDIAL DE CLUBES? Prazer, AL ITTIHAD!",265,11,39.07,43,2,599,10640,4.25,"00:01:43",2023,"2023-09-06","09-2023",,,6,"https://www.youtube.com/watch?v=y1dN4RyYxyo",0.018363939899833055,0.01001669449081803
"LPR0uAueemg","6 RECORDES que VOJVODA quebrou no FORTALEZA",206,77,53.91,501,26,5768,48847,8.94,"00:01:51",2023,"2023-09-05","09-2023",,,79,"https://www.youtube.com/watch?v=LPR0uAueemg",0.013349514563106795,0.013696255201109571
"YMDc-AnC2f8","COMO JOGA TIQUINHO SOARES do BOTAFOGO!?",323,49,52.49,448,117,8018,103672,7.11,"00:02:49",2023,"2023-09-04","09-2023",,,17,"https://www.youtube.com/watch?v=YMDc-AnC2f8",0.006111249688201546,0.002120229483661761
"yV-sPYrH9cg","Qual a nota para a ESTREIA do PAYET pelo Vasco?",319,15,47.24,130,17,2061,29290,6.1,"00:02:30",2023,"2023-09-04","09-2023",,,29,"https://www.youtube.com/watch?v=yV-sPYrH9cg",0.00727802037845706,0.014070839398350316
"pdl7RpkfV1k","TUDO sobre as SEMIFINAIS da LIBERTADORES  2023",211,6,47.85,40,2,657,10334,5.42,"00:01:40",2023,"2023-09-02","09-2023",,,9,"https://www.youtube.com/watch?v=pdl7RpkfV1k",0.0091324200913242,0.0136986301369863
"pp_1URq7zrE","O caminho do Botafogo com Tiquinho Soares machucado. Fez falta?",268,3,30.03,28,2,246,7792,2.47,"00:01:20",2023,"2023-09-02","09-2023",,,2,"https://www.youtube.com/watch?v=pp_1URq7zrE",0.012195121951219513,0.008130081300813009
"C68uDUpzv8M","O QUE MESSI ENSINA SOBRE FUTEBOL QUE NINGUÉM MAIS PODE…",285,1938,52.26,10125,2151,232820,2467135,8.12,"00:02:28",2023,"2023-08-31","08-2023","João","COMO SER JOGADOR",168,"https://www.youtube.com/watch?v=C68uDUpzv8M",0.00832402714543424,0.0007215874924834636
"-FhGErCqj7E","Fora Luxa? Vanderlei Luxemburgo tava ATORDOADO na coletiva depois de Corinthians x Estudiantes",151,2,44.76,55,93,1559,17032,8.34,"00:01:07",2023,"2023-08-30","08-2023",,,6,"https://www.youtube.com/watch?v=-FhGErCqj7E",0.0012828736369467607,0.003848620910840282
"7zOtP2qEWwI","Renato Gaúcho, do Grêmio, faz o melhor trabalho do Brasil em 2023!",312,3,50.23,44,3,908,15449,5.56,"00:02:36",2023,"2023-08-30","08-2023",,,5,"https://www.youtube.com/watch?v=7zOtP2qEWwI",0.003303964757709251,0.005506607929515419
"JX1sQyKf-dY","SÃO PAULO x FLAMENGO: quem tem VANTAGEM na FINAL da COPA DO BRASIL?",282,3,36.22,26,6,346,6941,4.24,"00:01:42",2023,"2023-08-30","08-2023",,,2,"https://www.youtube.com/watch?v=JX1sQyKf-dY",0.008670520231213872,0.005780346820809248
"SiUSo3BY2Lk","Lesão grave do Dudu. Quem Abel vai escolher pra substituir o ídolo no Palmeiras?",399,2,35.78,17,3,254,6894,2.76,"00:02:22",2023,"2023-08-29","08-2023",,,2,"https://www.youtube.com/watch?v=SiUSo3BY2Lk",0.007874015748031496,0.007874015748031496
"h5pJIo3Gjaw","Richarlison não consegue substituir Harry Kane no Tottenham",189,1,56.75,37,0,330,8478,3.53,"00:01:47",2023,"2023-08-28","08-2023",,,4,"https://www.youtube.com/watch?v=h5pJIo3Gjaw",0.0030303030303030303,0.012121212121212121
"x7HDc_j9rWI","POLÊMICAS de ARBITRAGEM no FUTEBOL BRASILEIRO tem SOLUÇÃO?",189,1,42.15,34,6,807,11678,6.1,"00:01:19",2023,"2023-08-28","08-2023",,,4,"https://www.youtube.com/watch?v=x7HDc_j9rWI",0.0012391573729863693,0.004956629491945477
"DUuC5GudNY0","SUL AMERICANA HOJE: Corinthians ou São Paulo tem MAIS CHANCE de passar das QUARTAS?",331,3,35.56,29,1,485,11221,3.75,"00:01:57",2023,"2023-08-26","08-2023",,,9,"https://www.youtube.com/watch?v=DUuC5GudNY0",0.006185567010309278,0.018556701030927835
"SYzZ5agMUK4","A Virada de Chave do JUVENTUDE no Brasileirão Série B 2023",169,2,47.98,34,2,644,9607,7.37,"00:01:21",2023,"2023-08-26","08-2023",,,3,"https://www.youtube.com/watch?v=SYzZ5agMUK4",0.003105590062111801,0.004658385093167702
"gY66Qhnp4IM","RONY DESTRUIU o DEPORTIVO PEREIRA 0x4 PALMEIRAS - LIBERTADORES 2023",202,12,49.63,68,20,1849,23865,7.35,"00:01:40",2023,"2023-08-25","08-2023",,,8,"https://www.youtube.com/watch?v=gY66Qhnp4IM",0.006489994591671174,0.004326663061114116
"4dEdH_0GMhU","Onde Flamengo e Fluminense vão mandar seus jogos FORA DO MARACANÃ?",232,0,38.44,22,0,303,7102,3.56,"00:01:29",2023,"2023-08-24","08-2023",,,3,"https://www.youtube.com/watch?v=4dEdH_0GMhU",0,0.009900990099009901
"uFcaQNbwmIk","Sampaoli demitido do Flamengo? Pedro no Zenit?",224,0,30.13,16,0,299,6029,4.21,"00:01:07",2023,"2023-08-23","08-2023",,,2,"https://www.youtube.com/watch?v=uFcaQNbwmIk",0,0.006688963210702341
"47Zw83FR0Iw","Como joga GABRIEL MOSCARDO, revelação do CORINTHIANS?",286,14,47.12,126,12,2766,45281,5.82,"00:02:14",2023,"2023-08-22","08-2023",,,8,"https://www.youtube.com/watch?v=47Zw83FR0Iw",0.005061460592913955,0.0028922631959508315
"BkvZQ-xnxdM","Título do Botafogo no Brasileirão pode ser ameaçado pelo Palmeiras?",271,2,55.14,23,3,229,4962,3.63,"00:02:29",2023,"2023-08-22","08-2023",,,6,"https://www.youtube.com/watch?v=BkvZQ-xnxdM",0.008733624454148471,0.026200873362445413
"z4H4BggeFRM","MÃO do LUCAS MOURA? CBF passa VERGONHA explicando POLÊMICA de São Paulo x Corinthians",190,6,54.33,49,7,2590,29623,8.63,"00:01:43",2023,"2023-08-22","08-2023",,,27,"https://www.youtube.com/watch?v=z4H4BggeFRM",0.0023166023166023165,0.010424710424710425
"VQn-Oa4vhQM","Como Harry Kane vai jogar no Bayern de Munique? - Análise",257,1,40.31,23,0,286,7086,3.52,"00:01:43",2023,"2023-08-19","08-2023",,,1,"https://www.youtube.com/watch?v=VQn-Oa4vhQM",0.0034965034965034965,0.0034965034965034965
"fnvlaMwTYm4","COMO JOGA PAYET!? o NOVO REFORÇO do VASCO da GAMA!",184,21,45.29,138,10,4192,41595,7.28,"00:01:23",2023,"2023-08-18","08-2023",,,22,"https://www.youtube.com/watch?v=fnvlaMwTYm4",0.005009541984732824,0.005248091603053435
"uZaTNza7EHU","Por que nenhum jogador do  Botafogo foi convocado pelo Fernando Diniz para a Seleção Brasileira?",217,3,43.96,37,1,625,11577,4.53,"00:01:35",2023,"2023-08-18","08-2023",,,4,"https://www.youtube.com/watch?v=uZaTNza7EHU",0.0048,0.0064
"eLlHWe6wNSo","ESSE é o PÊNALTI que vai ACABAR com o FUTEBOL BRASILEIRO",171,1,48.13,32,6,709,9196,7.34,"00:01:22",2023,"2023-08-17","08-2023",,,20,"https://www.youtube.com/watch?v=eLlHWe6wNSo",0.0014104372355430183,0.028208744710860368
"HG1tD3RF5_I","NEYMAR merece ser CONVOCADO para SELEÇÃO BRASILEIRA?",187,0,51.51,20,1,566,17532,2.59,"00:01:36",2023,"2023-08-16","08-2023",,,7,"https://www.youtube.com/watch?v=HG1tD3RF5_I",0,0.012367491166077738
"DZ2D-IRTP5Q","ENDRICK precisa receber MAIS CHANCES no PALMEIRAS de ABEL FERREIRA",215,16,48.27,38,1,272,4797,3.77,"00:01:43",2023,"2023-08-15","08-2023",,,0,"https://www.youtube.com/watch?v=DZ2D-IRTP5Q",0.058823529411764705,0
"rPnbbgAlCJ8","TODAS as CONTRATAÇÕES da ARÁBIA SAUDITA para a temporada 2023",412,19,46.23,116,15,2513,32158,7.2,"00:03:10",2023,"2023-08-15","08-2023",,,14,"https://www.youtube.com/watch?v=rPnbbgAlCJ8",0.007560684440907282,0.005571030640668524
"7UMpIdRepWs","Por que o Neymar foi para o Al Hilal? O real MOTIVO da transferência do Ney",362,0,39.41,22,0,295,6826,3.08,"00:02:22",2023,"2023-08-14","08-2023",,,4,"https://www.youtube.com/watch?v=7UMpIdRepWs",0,0.013559322033898305
"wtLJY7hOXAo","RESUMÃO de REAL MADRID, BARCELONA e ATLÉTICO DE MADRID para a LA LIGA 2023/24",373,3,33.12,15,0,284,6480,2.78,"00:02:17",2023,"2023-08-13","08-2023",,,1,"https://www.youtube.com/watch?v=wtLJY7hOXAo",0.01056338028169014,0.0035211267605633804
"CQ9AiOPgDqs","Classificação do CAMPEONATO INGLÊS: O que esperar da Temporada 2023/24",587,7,36.28,45,0,564,12436,3.57,"00:03:32",2023,"2023-08-12","08-2023",,,1,"https://www.youtube.com/watch?v=CQ9AiOPgDqs",0.012411347517730497,0.0017730496453900709
"xATdXCAsmzs","O caminho do Flamengo até o vexame da eliminação da Libertadores",497,0,26.36,17,1,250,6526,3.14,"00:02:11",2023,"2023-08-12","08-2023",,,0,"https://www.youtube.com/watch?v=xATdXCAsmzs",0,0
"RzE6cKK8Xok","Pênalti NÃO MARCADO pro Atlético contra o Palmeiras na Libertadores? Foi Mão do Gabriel Menino?",215,-1,38.07,18,8,380,7231,3.64,"00:01:21",2023,"2023-08-10","08-2023",,,1,"https://www.youtube.com/watch?v=RzE6cKK8Xok",-0.002631578947368421,0.002631578947368421
"aUQCa1Al768","Lucas Paquetá no Manchester City? Guardiola quer a contratação do Brasileiro",230,1,42.81,24,2,388,10003,3.17,"00:01:38",2023,"2023-08-10","08-2023",,,0,"https://www.youtube.com/watch?v=aUQCa1Al768",0.002577319587628866,0
"BiwJr9tkwAc","Coincidências de 1995 e 2023 na Copa do Brasil e Brasileirão",150,0,63.71,67,57,1324,15702,6.49,"00:01:35",2023,"2023-08-08","08-2023",,,9,"https://www.youtube.com/watch?v=BiwJr9tkwAc",0,0.006797583081570997
"C_bv1_9OAlI","Reforços do Botafogo e a Liderança de Tiquinho Soares no 2 Turno do Brasileirão",198,3,47.41,17,0,361,7677,3.71,"00:01:33",2023,"2023-08-08","08-2023",,,8,"https://www.youtube.com/watch?v=C_bv1_9OAlI",0.008310249307479225,0.0221606648199446
"lCGrQW1gMGI","QUANTOS pontos o SANTOS precisava para NÃO ser REBAIXADO no BRASILEIRÃO 2023?",191,22,41.29,106,16,5090,48246,8.49,"00:01:18",2023,"2023-08-08","08-2023",,,13,"https://www.youtube.com/watch?v=lCGrQW1gMGI",0.004322200392927309,0.002554027504911591
"rk6ObBBPPfk","Qual a nota pra ESTREIA do LUCAS MOURA no SÃO PAULO?",223,5,46.97,63,6,1261,17950,6.61,"00:01:44",2023,"2023-08-07","08-2023",,,14,"https://www.youtube.com/watch?v=rk6ObBBPPfk",0.003965107057890563,0.011102299762093577
"rwJgTTJRlNU","GOLS da RODADA #18 - CAMPEONATO BRASILEIRO 2023 - TOP 3",168,1,53.33,17,0,334,6500,3.98,"00:01:29",2023,"2023-08-07","08-2023",,,1,"https://www.youtube.com/watch?v=rwJgTTJRlNU",0.0029940119760479044,0.0029940119760479044
"l1IBvDtajhs","O segredo da FUSÃO de Bruno Henrique e Gabigol no Flamengo",195,1,35.13,21,0,492,10008,3.87,"00:01:08",2023,"2023-08-05","08-2023",,,1,"https://www.youtube.com/watch?v=l1IBvDtajhs",0.0020325203252032522,0.0020325203252032522
"vLjUCOc5P7g","Mão do David Luiz? Flamengo foi AJUDADO pela ARBITRAGEM contra o Olimpia na Libertadores?",156,9,40.45,52,343,4525,26581,11.9,"00:01:03",2023,"2023-08-04","08-2023",,,48,"https://www.youtube.com/watch?v=vLjUCOc5P7g",0.001988950276243094,0.010607734806629835
"cC_JdTfm7VA","Palmeiras ELIMINOU o Atlético-MG da LIBERTADORES 2023?",237,2,33.08,12,0,217,5123,2.69,"00:01:18",2023,"2023-08-03","08-2023",,,8,"https://www.youtube.com/watch?v=cC_JdTfm7VA",0.009216589861751152,0.03686635944700461
"mBKI34qsezA","LIONEL MESSI AVASSALADOR no INTER MIAMI!",127,13,70.28,63,6,1367,16981,7.32,"00:01:29",2023,"2023-08-03","08-2023",,,10,"https://www.youtube.com/watch?v=mBKI34qsezA",0.009509875640087784,0.0073152889539136795
"o-LqcGW2OsI","BOTAFOGO x GUARANI - SULAMERICANA 2023",157,13,57.6,73,5,759,13121,5.07,"00:01:30",2023,"2023-08-03","08-2023",,,2,"https://www.youtube.com/watch?v=o-LqcGW2OsI",0.017127799736495388,0.002635046113306983
"YTaspedkYkM","Rochet e Valência salvaram o Inter da eliminação contra o River Plate na Libertadores",186,0,46.93,17,2,533,8467,5.62,"00:01:27",2023,"2023-08-02","08-2023",,,1,"https://www.youtube.com/watch?v=YTaspedkYkM",0,0.001876172607879925
"dBWeSLVIvK4","RÓGER GUEDES saiu do CORINTHIANS: Qual o TAMANHO do ESTRAGO para Luxemburgo?",191,0,45.67,26,1,455,10699,3.91,"00:01:27",2023,"2023-08-02","08-2023",,,9,"https://www.youtube.com/watch?v=dBWeSLVIvK4",0,0.01978021978021978
"zyLCHqcWKjA","FLUMINENSE ⏳ LIBERTADORES: Fábio é goleiro de defesas difíceis",165,3,50.31,52,4,1133,13693,7.81,"00:01:23",2023,"2023-08-02","08-2023",,,4,"https://www.youtube.com/watch?v=zyLCHqcWKjA",0.00264783759929391,0.00353045013239188
"KGvs469rDDg","Deyverson: o jogador mais decisivo pro seu time no Brasileirão",205,1,30.94,20,0,495,10521,4.04,"00:01:03",2023,"2023-08-01","08-2023",,,1,"https://www.youtube.com/watch?v=KGvs469rDDg",0.00202020202020202,0.00202020202020202
"rT-uYUPa_wA","CAMPANHA do BOTAFOGO no PRIMEIRO TURNO é a MELHOR da HISTÓRIA do BRASILEIRÃO",222,12,51.43,127,2,1827,19421,8.26,"00:01:54",2023,"2023-08-01","08-2023",,,18,"https://www.youtube.com/watch?v=rT-uYUPa_wA",0.006568144499178982,0.009852216748768473
"y1tvTTD2c50","TOP GOLS da RODADA BRASILEIRAO #17 - CAMPEONATO BRASILEIRO 2023",197,1,36.82,17,2,449,10228,3.77,"00:01:12",2023,"2023-07-31","07-2023",,,1,"https://www.youtube.com/watch?v=y1tvTTD2c50",0.0022271714922048997,0.0022271714922048997
"NM4hvS-ns3o","Arbitragem polêmica: Atlético-MG e Flamengo prejudicados? | Brasileirão 2023",167,23,61.79,147,139,6370,53767,10.64,"00:01:43",2023,"2023-07-30","07-2023",,,39,"https://www.youtube.com/watch?v=NM4hvS-ns3o",0.003610675039246468,0.006122448979591836
"euhedvAvBjo","QUEM são os MELHORES JOGADORES da LIBERTADORES 2023?",424,1,28.93,12,0,314,6268,3.89,"00:02:02",2023,"2023-07-30","07-2023",,,1,"https://www.youtube.com/watch?v=euhedvAvBjo",0.0031847133757961785,0.0031847133757961785
"immdyLH-9h4","Vitória é a sensação da SÉRIE B 2023",157,24,47.92,105,4,1729,17283,8.59,"00:01:15",2023,"2023-07-29","07-2023",,,8,"https://www.youtube.com/watch?v=immdyLH-9h4",0.013880855986119144,0.004626951995373048
"wPDPgWXSNCY","SÉRIE B já é REALIDADE para o VASCO DA GAMA?",231,6,39.96,30,1,549,8192,5.63,"00:01:31",2023,"2023-07-29","07-2023",,,5,"https://www.youtube.com/watch?v=wPDPgWXSNCY",0.01092896174863388,0.009107468123861567
"5vYQwrYfBJE","Como James Rodriguez vai jogar no São Paulo de Dorival? - Análise",160,2,41.73,27,0,532,8684,5.17,"00:01:06",2023,"2023-07-27","07-2023",,,2,"https://www.youtube.com/watch?v=5vYQwrYfBJE",0.0037593984962406013,0.0037593984962406013
"Cbz3oD9C70U","COPA DO BRASIL 2023 - CORINTHIANS x SÃO PAULO",200,19,52.92,68,2,928,13662,6.25,"00:01:45",2023,"2023-07-27","07-2023",,,8,"https://www.youtube.com/watch?v=Cbz3oD9C70U",0.020474137931034482,0.008620689655172414
"3lbjFfCSE8o","AMARELO para LUCIANO na COMEMORAÇÃO e COTOVELADA: POLÊMICAS de CORINTHIANS x SÃO PAULO - Copa do BR",169,2,38.26,45,46,2643,18231,14.07,"00:01:04",2023,"2023-07-26","07-2023",,,9,"https://www.youtube.com/watch?v=3lbjFfCSE8o",0.0007567158531971245,0.00340522133938706
"s0tWeVgK_Jw","MBAPPE e outros jogadores que recusaram propostas da ARÁBIA",235,1,45.57,7,2,135,5429,1.79,"00:01:47",2023,"2023-07-26","07-2023",,,0,"https://www.youtube.com/watch?v=s0tWeVgK_Jw",0.007407407407407408,0
"LD-SZB8neJI","LUCAS VERÍSSIMO 🤝 CORINTHIANS: Passagem do zagueiro pelo BENFICA foi RUIM?",320,1,42.32,11,0,173,5682,2.52,"00:02:15",2023,"2023-07-25","07-2023",,,2,"https://www.youtube.com/watch?v=LD-SZB8neJI",0.005780346820809248,0.011560693641618497
"NMXAI8YPjqw","SANTOS 2x2 BOTAFOGO - o que VOCÊ NÃO VIU nos GOLS - CAMPEONATO BRASILEIRO 2023",225,11,52.69,61,12,1130,11571,9.33,"00:01:58",2023,"2023-07-24","07-2023",,,9,"https://www.youtube.com/watch?v=NMXAI8YPjqw",0.009734513274336283,0.007964601769911504
"sNe-UYAmqm0","O caminho da Seleção Brasileira até a 1ª ⭐️ na Copa do Mundo Feminina",281,1,30.73,19,2,350,7082,4.38,"00:01:26",2023,"2023-07-24","07-2023",,,0,"https://www.youtube.com/watch?v=sNe-UYAmqm0",0.002857142857142857,0
"YwI_Xr4tikU","PÊNALTI POLÊMICO PALMEIRAS x FORTALEZA marcado pelo VAR no BRASILEIRÃO 2023",130,5,60.51,50,37,2540,23142,7.24,"00:01:18",2023,"2023-07-22","07-2023",,,8,"https://www.youtube.com/watch?v=YwI_Xr4tikU",0.001968503937007874,0.0031496062992125984
"ZGJOi3JDcSw","QUANTOS pontos o BOTAFOGO precisa para ser CAMPEÃO do BRASILEIRÃO 2023?",177,85,48.46,495,72,13709,119096,10.95,"00:01:25",2023,"2023-07-22","07-2023",,,85,"https://www.youtube.com/watch?v=ZGJOi3JDcSw",0.006200306368079364,0.006200306368079364
"iiMJI0dhvtI","WENDEL ou ANÍBAL MORENO: Quem deveria ser o camisa 5 do Palmeiras?",284,10,37.59,38,0,1247,16502,6.91,"00:01:46",2023,"2023-07-22","07-2023",,,8,"https://www.youtube.com/watch?v=iiMJI0dhvtI",0.00801924619085806,0.006415396952686447
"-Yo16QwGyaw","Vasco SAF: Retrospecto da 777 em seus outros 5 clubes",147,0,43.11,18,2,485,8756,4.87,"00:01:03",2023,"2023-07-20","07-2023",,,5,"https://www.youtube.com/watch?v=-Yo16QwGyaw",0,0.010309278350515464
"XEQPOZ5JfuQ","O PRIMEIRO GOL DE MESSI POR CADA EQUIPE",248,3,61.3,23,0,378,7833,3.63,"00:02:32",2023,"2023-07-20","07-2023",,,1,"https://www.youtube.com/watch?v=XEQPOZ5JfuQ",0.007936507936507936,0.0026455026455026454
"pktxmyAR2Fo","Como joga SEGOVINHA, xodó do BOTAFOGO?",264,37,40.1,239,4,6164,50158,9.42,"00:01:45",2023,"2023-07-20","07-2023",,,16,"https://www.youtube.com/watch?v=pktxmyAR2Fo",0.006002595717066839,0.0025957170668397143
"JT0ErbAj1JA","Sport Recife: Diego Souza e Vagner Love não podem jogar juntos",256,0,29.34,23,2,561,7281,6.21,"00:01:15",2023,"2023-07-19","07-2023",,,2,"https://www.youtube.com/watch?v=JT0ErbAj1JA",0,0.0035650623885918
"nvlxIR3Va_E","🔴⚪ Demitir MANO MENEZES e contratar EDUARDO COUDET foi um ACERTO do INTERNACIONAL?",245,4,30.58,15,0,383,8024,2.74,"00:01:14",2023,"2023-07-19","07-2023",,,3,"https://www.youtube.com/watch?v=nvlxIR3Va_E",0.010443864229765013,0.007832898172323759
"JFTfqgVkL7w","📝🚨 COMO FOI a temporada de WILLIAN pelo FULHAM na PREMIER LEAGUE",231,1,41.4,18,0,194,5027,2.57,"00:01:35",2023,"2023-07-18","07-2023",,,1,"https://www.youtube.com/watch?v=JFTfqgVkL7w",0.005154639175257732,0.005154639175257732
"afkB8SECnuA","Como o Botafogo Chegou Até a Liderança do Brasileirão?",424,120,41.09,548,30,7745,77967,6.4,"00:02:54",2023,"2023-07-18","07-2023",,,52,"https://www.youtube.com/watch?v=afkB8SECnuA",0.015493867010974823,0.00671400903808909
"E5bC0roVODY","ESTRÉIA do DI MARIA no BENFICA foi a ESTRÉIA dos SONHOS !",92,10,53.63,56,1,1846,28586,4.07,"00:00:49",2023,"2023-07-17","07-2023",,,1,"https://www.youtube.com/watch?v=E5bC0roVODY",0.005417118093174431,0.0005417118093174431
"EACES3VX5GU","GOLS ANULADOS FLA-FLU: Arbitragem Polêmica e Vergonhosa",277,1,38.78,34,2,961,10814,5.83,"00:01:47",2023,"2023-07-17","07-2023",,,3,"https://www.youtube.com/watch?v=EACES3VX5GU",0.001040582726326743,0.003121748178980229
"CGZuAlfWkYc","Como o HARRY KANE joga no BAYERN de MUNIQUE?",257,9,45.75,64,8,1155,16089,8.71,"00:01:57",2023,"2023-07-16","07-2023",,,6,"https://www.youtube.com/watch?v=CGZuAlfWkYc",0.007792207792207792,0.005194805194805195
"GYn5Msty1xQ","LUCIANO EXPULSO? CALLERI fez gol IRREGULAR? DARONCO POLÊMICO em Palmeiras e São Paulo",210,14,41.21,84,126,6124,43875,15.31,"00:01:26",2023,"2023-07-15","07-2023",,,29,"https://www.youtube.com/watch?v=GYn5Msty1xQ",0.0022860875244937948,0.004735467015022861
"Ur49a3_RTvQ","Como joga MATÍAS ROJAS, reforço do CORINTHAINS?",251,12,53.24,63,3,1250,12542,6.46,"00:02:13",2023,"2023-07-15","07-2023",,,3,"https://www.youtube.com/watch?v=Ur49a3_RTvQ",0.0096,0.0024
"EsuZXvW4scE","BAHIA foi PREJUDICADO contra o GRÊMIO pelo árbitro WILTON PEREIRA SAMPAIO?",134,9,52.31,97,205,5074,36384,12.1,"00:01:10",2023,"2023-07-13","07-2023",,,37,"https://www.youtube.com/watch?v=EsuZXvW4scE",0.0017737485218762318,0.007292077256602286
"uf_1Iewv-XQ","Estilo de jogo de Ramon Diaz, o SALVADOR do Vasco e da 777",332,1,38.6,27,4,640,11078,5.03,"00:02:08",2023,"2023-07-12","07-2023",,,2,"https://www.youtube.com/watch?v=uf_1Iewv-XQ",0.0015625,0.003125
"Ur3DkseL9g4","TRANSFERÊNCIAS JOGADORES QUE FORAM PARA O INTER MIAMI 🚨🤯",314,14,46.57,59,3,1530,16645,7.8,"00:02:26",2023,"2023-07-11","07-2023",,,0,"https://www.youtube.com/watch?v=Ur3DkseL9g4",0.009150326797385621,0
"r1KoUY0yl_A","TRANSFERÊNCIAS do FLAMENGO nesse MERCADO DA BOLA 🚨🤯",384,1,41.2,12,0,191,3980,3.19,"00:02:38",2023,"2023-07-11","07-2023",,,0,"https://www.youtube.com/watch?v=r1KoUY0yl_A",0.005235602094240838,0
"1lKeewgeW5s","Grêmio: Luis Suarez vai se aposentar?",189,0,36.43,8,0,114,3452,2.35,"00:01:08",2023,"2023-07-10","07-2023",,,2,"https://www.youtube.com/watch?v=1lKeewgeW5s",0,0.017543859649122806
"2hDURNV_7ts","💸 TOP 10 MAIORES VENDAS da história do futebol BRASILEIRO",316,9,53.13,38,4,703,17046,6.75,"00:02:47",2023,"2023-07-10","07-2023",,,5,"https://www.youtube.com/watch?v=2hDURNV_7ts",0.012802275960170697,0.007112375533428165
"--k5wm1yP-4","TRANSFERÊNCIAS do PSG nesse MERCADO DA BOLA 🚨🤯",369,42,44.52,108,2,3517,47512,5.51,"00:02:44",2023,"2023-07-08","07-2023",,,4,"https://www.youtube.com/watch?v=--k5wm1yP-4",0.01194199601933466,0.0011373329542223485
"ytYuFM7WMAc","Como o Botafogo de Bruno Lage vai jogar?",208,3,38.92,22,0,334,6622,3.37,"00:01:20",2023,"2023-07-08","07-2023",,,1,"https://www.youtube.com/watch?v=ytYuFM7WMAc",0.008982035928143712,0.0029940119760479044
"Um0iiYaqJdI","TRANSFERÊNCIAS do BRASIL para EUROPA ✈️",211,4,39.51,15,0,258,7136,2.54,"00:01:23",2023,"2023-07-07","07-2023",,,2,"https://www.youtube.com/watch?v=Um0iiYaqJdI",0.015503875968992248,0.007751937984496124
"_W4N04q5KII","Libertadores: qual brasileiro pegou o confronto mais acessível?",264,0,40.15,4,0,75,2661,1.84,"00:01:45",2023,"2023-07-05","07-2023",,,1,"https://www.youtube.com/watch?v=_W4N04q5KII",0,0.013333333333333334
"YdJxojMeUpQ","JOGOS DA COPA DO BRASIL QUARTAS DE FINAL",278,1,33.34,5,1,93,2671,2.47,"00:01:32",2023,"2023-07-04","07-2023",,,0,"https://www.youtube.com/watch?v=YdJxojMeUpQ",0.010752688172043012,0
"lVArro11A8w","Como joga SANDRO TONALI, reforço do NEWCASLTE?",224,2,54.2,16,0,168,5515,2.55,"00:02:01",2023,"2023-07-04","07-2023",,,2,"https://www.youtube.com/watch?v=lVArro11A8w",0.011904761904761904,0.011904761904761904
"ok7iR1iN_ls","🤯 PROBLEMAS de FERNANDO DINIZ assumir a SELEÇÃO BRASILEIRA",256,3,39.45,17,0,178,4053,3.26,"00:01:40",2023,"2023-07-04","07-2023",,,1,"https://www.youtube.com/watch?v=ok7iR1iN_ls",0.016853932584269662,0.0056179775280898875
"9yXf65UIFzo","Corinthians e Yuri Alberto: Quem é o vilão da história?",230,2,40.15,13,1,250,6170,3.26,"00:01:32",2023,"2023-07-03","07-2023",,,1,"https://www.youtube.com/watch?v=9yXf65UIFzo",0.008,0.004
"MQiOKdCP3Nk","FLAMENGO 2x0 FORTALEZA - o que VOCE NÃO VIU - GABIGOL e ARRASCAETA - CAMPEONATO BRASILEIRO 2023",98,8,62.76,53,3,1301,13855,7.58,"00:01:01",2023,"2023-07-02","07-2023",,,1,"https://www.youtube.com/watch?v=MQiOKdCP3Nk",0.006149116064565719,0.0007686395080707148
"rjJNgSI989w","BOTAFOGO 2x0 VASCO - GOLS - CAMPEONATO BRASILEIRO 2023",111,2,68.8,15,1,172,3327,4.65,"00:01:16",2023,"2023-07-02","07-2023",,,4,"https://www.youtube.com/watch?v=rjJNgSI989w",0.011627906976744186,0.023255813953488372
"RIdj2MnXxLY","GOLS Mais BONITOS dos TIMES BRASILEIROS na Fase de Grupos da LIBERTADORES 2023",340,-1,39.49,8,0,120,2767,3.11,"00:02:14",2023,"2023-06-30","06-2023",,,1,"https://www.youtube.com/watch?v=RIdj2MnXxLY",-0.008333333333333333,0.008333333333333333
"YiHlZLERQUo","💸 🤯TOP 10 jogadores MAIS CAROS do FUTEBOL BRASILEIRO",356,1,34.88,7,0,147,5082,1.86,"00:02:04",2023,"2023-06-30","06-2023",,,0,"https://www.youtube.com/watch?v=YiHlZLERQUo",0.006802721088435374,0
